word,score_guess_list,score_candidate_list
prong,3.445721254421387,3.673358574431337
elsin,3.524747687699744,3.6732618268657005
enrol,3.5185074926736375,3.673185235862489
pelta,3.8663688328810433,3.6731359144590052
moras,4.328084342831987,3.6731151401069857
sprod,3.655838635062821,3.6730925751175603
stoma,3.599703082523004,3.673091189864478
loose,3.5033992159873,3.6730586075518774
unset,3.5453249525793886,3.6726818164265733
tragi,3.5327581620219943,3.672641335980805
pedal,3.6889577432719394,3.6726029119201535
graft,3.2901911602642753,3.6725216143301553
wager,3.6057620788924485,3.672465958471667
buats,4.033639397449717,3.672432104786549
sheng,3.3916069425985196,3.672325039981554
strew,3.5735279738618924,3.6718740545863024
leuch,3.3417608765319073,3.6718646118548595
power,3.7356090291839705,3.6718434305488676
begar,3.6036488524594037,3.6717000874269816
lifey,3.623623780441098,3.67161664054406
relos,4.188343307196983,3.671589654631969
lodge,3.636775425259275,3.6715792762083534
loads,4.128057396278946,3.6715678352081653
cargo,3.6798873401254273,3.6715554896983114
parky,3.7975904336364206,3.6715361393865376
kraut,3.463695247743474,3.671462843045629
paces,4.225014578893838,3.6714568916676935
daurs,4.085966818924561,3.671452339159467
verst,3.483878630559638,3.671442129548709
bendy,3.6545079228918427,3.6714167146423
cabin,3.582596933841752,3.6713608872911947
yeard,3.674808713430102,3.671233978801247
flans,3.7935570284885474,3.6712256361048343
erick,3.2632301385267453,3.6711898567780494
kiter,3.75947790131094,3.6711052337917707
bugle,3.522027962653361,3.6710985883280136
tuism,3.5162701130120784,3.6709752398707725
pogue,3.660611295412672,3.6707076915164905
tophe,3.616030364129859,3.670654540733283
globe,3.4386529156417427,3.6705839509470612
gonia,3.8305982486883416,3.6705406471139015
grens,3.902092564501478,3.6705154020973487
ramin,3.7701042049155156,3.670463119491519
troat,3.3795694576061157,3.67044634457376
narco,3.689740835316469,3.6702721534746763
pants,4.224167003744348,3.6702507310307984
trist,3.249412128081656,3.6700524085733166
forth,3.5453191189741116,3.669909883784996
weald,3.5789505726654625,3.6694961716125647
abuse,3.442292180043073,3.669492930209241
yrapt,3.418149474146481,3.6694904941923228
frati,3.5095642428978557,3.6694285512888043
limen,3.769896443125848,3.6693732908801047
slaes,3.9084392192972173,3.6691177367909784
powre,3.676438721282587,3.669089780166315
ulans,3.8631286012760566,3.6690208027137916
nudie,3.674260124752055,3.6688845353888944
thrid,3.596412929492474,3.668867507864964
citee,3.541565884907561,3.6688320537423595
fusel,3.5817138995491806,3.668830144360862
shawl,3.297799460849271,3.6688127035023754
piers,4.131362476293086,3.668717951510471
bunde,3.656252335330599,3.66861419358626
tokay,3.7488155406193435,3.6685978117834117
goaft,3.453449780321456,3.668518444012096
dicty,3.5836734035251903,3.6683954568715142
taken,3.8075415676097517,3.668393879362496
yager,3.6822995362981463,3.6682698828193536
plush,3.31831125019506,3.66820097175982
trogs,3.8824694699430147,3.6681965031694075
cadgy,3.506927883634149,3.668169886515993
batch,3.381657731014763,3.668160513727508
goels,4.072501826527599,3.6681271527735624
lurid,3.7525262953647394,3.668094057477261
slurb,3.4076963382815793,3.668024248590302
shrew,3.5562455813756833,3.667967363324302
smoke,3.601849120605913,3.6679568799645716
bring,3.372424856356732,3.6679513818318483
handy,3.658727955223058,3.667900328285286
kaury,3.655874089878883,3.6678122947382494
plaud,3.548089524101067,3.6677344551720035
roids,4.152271303565682,3.6677221672591545
orbat,3.4826228418154543,3.6676236844306778
daric,3.709876291910353,3.6675159397610018
rawly,3.6016022416551965,3.66751266008779
ptish,3.323024516622805,3.667470217478031
roams,4.144386802883295,3.6674673691387705
whiny,3.2841609037606165,3.6674263226391037
lenis,4.167001658304258,3.6673018185778914
pours,4.108555155478003,3.667254640291494
peare,3.5500380671892744,3.6672139577895253
aimed,3.858244047702722,3.6670934809134663
trims,3.9233655187877092,3.666978386788968
torte,3.668014744195758,3.666937598289959
abler,3.6192987165224073,3.6664831387899053
colby,3.5825645713517846,3.6664123363452634
sanko,3.8333585474698917,3.666411376839136
mopsy,3.640891754841306,3.6662766339805914
trips,3.9280914329700267,3.666109881560515
yores,4.2893323654583995,3.6659567288621844
horas,4.214901713950873,3.6658705471127986
flota,3.514164342941541,3.665867146051853
sheet,3.3792205550573797,3.6658543163344826
preak,3.5756273265626635,3.6658351081695013
giber,3.61994637134662,3.665647437958826
letch,3.3691828682494878,3.6655704946186365
soldi,3.8353680511163724,3.665544065071841
thank,3.3373186124137035,3.665471677128074
plasm,3.463602904535233,3.6652221681232717
poilu,3.6816683862820345,3.6651971218733665
amide,3.5689015615208994,3.665130447636629
looie,3.582160789801492,3.665113443897285
aleft,3.3562863838139902,3.6651047427682437
kaies,4.27667577185286,3.6651028765394127
trema,3.6338020156194473,3.6650684354826835
pease,3.506037052936554,3.664886487477711
drift,3.3340100263151755,3.664866141051152
rubel,3.6394261295456856,3.6647544977103053
viler,3.6337501487004253,3.664603425120826
pokey,3.839685269395657,3.6643407384677866
abune,3.4598218689679117,3.6642715966857873
guiro,3.582535366195181,3.664254584854045
blive,3.3229718798542636,3.664170339569344
pouch,3.4055397468660873,3.664146284661583
terse,3.530834460983589,3.664106680441991
perai,3.9167323512172247,3.663957940479063
boing,3.5356834764139125,3.663948211513789
goris,4.17656861561352,3.663834601542114
whort,3.2652761821090532,3.6637585421505956
inlay,3.5507220376374,3.663756857049913
tunas,4.13825635174104,3.663742738195711
start,3.281533392919675,3.6636731594766947
timed,3.822031758107296,3.663610617390855
islet,3.5857045684584663,3.663513826691089
deink,3.548828932848955,3.663496015952904
fiord,3.5654491625180027,3.663335151930015
waled,3.7848992817066685,3.663301590738299
sewin,3.6249894343279694,3.663232315195342
glues,3.9531871435412356,3.6631722081789446
roman,3.799507570130033,3.6630866802449185
marts,4.269839094031114,3.6630373969477974
chark,3.293835480332951,3.6629912113505205
tubar,3.5698232515564943,3.6628890091833695
pirls,4.162027339099652,3.6628302685634386
actor,3.444708496418051,3.662804045733234
moers,4.191706513198225,3.6625965913740584
dicot,3.5383897699700047,3.662462398826575
angel,3.5161878281661556,3.6622934821556714
tards,4.188705759870276,3.6622622795966606
peavy,3.494598395757223,3.6622296581118245
sarvo,3.669380772449201,3.662182923613159
isnae,3.6493285574996035,3.66212836985714
rifte,3.6120011704575026,3.662085692656877
musar,3.7227455202139375,3.662075509134535
resod,3.7891105295275485,3.6620591960433027
purao,3.829531972610779,3.6619060265514016
dwile,3.4276853586815177,3.6617982460424634
robed,3.829337088170707,3.66173085369455
matlo,3.759813883538335,3.6613686464248323
stilb,3.3930889213503828,3.661359611467518
pirns,4.154876697130712,3.661215347569166
musit,3.6483413821066213,3.661127078792756
fined,3.733320902734432,3.6606571435054756
olden,3.5876691252879223,3.660503004084566
gonad,3.791705953755737,3.6602993456925454
inust,3.301373446808264,3.6602372488393966
dwine,3.4205347167125773,3.6601833250481906
radio,3.785216950647712,3.6601026837019828
pooey,3.64254079957583,3.6600998112555194
feria,3.7618777921740234,3.660048018868671
raphe,3.656258607622198,3.6598656749995095
lingy,3.58740823108584,3.659758790948454
ureid,3.5778374533816075,3.6597427151094775
spang,3.3911636974409314,3.6596859883501898
aerie,3.645808324393207,3.65964438031001
solum,3.6968080981106293,3.65943995559973
kriol,3.511618885986322,3.6591711179096587
teloi,3.780633367041041,3.6591364516251685
crowl,3.256771177145033,3.658990961409654
noels,4.142121254968124,3.6589383355354936
terne,3.5483641499084277,3.6588853469185367
powie,3.711199280844059,3.658817146199909
misal,3.738776311302528,3.6586803202944265
frank,3.2991571096808343,3.6585979176575933
vault,3.4192923525188466,3.65836269693035
recon,3.630656468966791,3.658303185269215
guars,3.9728547472008304,3.6583013065499643
roary,3.5257122946296384,3.658270750909206
crogs,3.812515012534381,3.6581672335565862
potch,3.4329617385836677,3.65785216742536
doing,3.5643991474293752,3.657837564079615
gites,4.128336649649782,3.657605564675415
rahed,3.8026344763814404,3.6574253702128683
erose,3.3025098967069604,3.6574228832850806
banco,3.600800953639692,3.657396784805422
flued,3.498128574744502,3.657328184713254
chalk,3.2745147969740094,3.657057328509526
lurgy,3.573942927047109,3.656994399014872
pouis,4.143315715039474,3.6569820063250873
crims,3.853411061379075,3.656949117176146
patee,3.690252870263889,3.656882288951744
vaunt,3.4121417105499066,3.6567477759360774
plaig,3.4736246182834085,3.6566986493906986
oncet,3.4992815072771952,3.6564063974207723
donas,4.237595557299514,3.6564047510059874
pocan,3.711095815041296,3.6563496076540014
maund,3.713489893364587,3.6563336857702575
coven,3.5674343746556527,3.6563220792586737
scuta,3.559958433282385,3.656299844336181
laids,4.110522975732878,3.6562868168065297
crips,3.858136975561393,3.6560806119476936
baker,3.766033597244355,3.656041831132903
mason,3.7764682215492167,3.656000117577892
harts,4.156656465149998,3.6557928039536103
prick,3.313656200746461,3.655777151119276
haets,4.106670918984491,3.655746604059648
pigly,3.55511381582953,3.6556292541056674
masur,3.7043118785771467,3.655586726945199
raven,3.6776170755566246,3.6555624831377207
chank,3.26736415500507,3.655442407515253
hoers,4.07852388431711,3.655351998379871
rafty,3.5949896586444092,3.6552522867496844
cuing,3.3951054844622672,3.655146281656517
morns,4.215220734035851,3.6550939874327533
lapin,3.6700471623678537,3.6550526855294683
crema,3.5638475582108136,3.6550391658698618
mines,4.288263474842849,3.6550367227306673
cruft,3.2117812103286316,3.6548599424645873
noris,4.246188044054045,3.654645784304045
outed,3.7614500240939184,3.6545808409168767
rices,4.1642819357462155,3.6545256382853837
dirke,3.769785250203805,3.6544458221097305
prius,3.943961971579457,3.654434871370677
riyal,3.625312773750389,3.654207928201943
wroth,3.303739793733323,3.654200416344322
rumly,3.604010762976825,3.6541629937279447
grief,3.4415488823389273,3.654085678719706
bower,3.6620766629228,3.6540303547990427
decal,3.6088805066220155,3.6539909181840597
pilao,3.8293676773757763,3.6539780213117528
gusty,3.56473557399151,3.6539480418009056
barky,3.7240580673752497,3.653723063636713
demit,3.644154974390559,3.6536569985906366
botas,4.148837064402668,3.653619796144411
apish,3.316323030455961,3.653581331177595
cursi,3.6223849687655845,3.653471959155667
depot,3.579069180009354,3.6532267978558943
glits,3.8789348610954013,3.653130768441152
opter,3.559594355859918,3.6531129337530137
rouky,3.664064923508208,3.653095374891288
dalis,4.194562592811263,3.6530887930793576
flyer,3.4009270927186948,3.6530587745437053
lifer,3.6012761158587008,3.6530093869070273
redon,3.6659170103710057,3.652991455821309
bogue,3.5870789291515006,3.652894615766666
casky,3.635249334902107,3.652834882552654
tater,3.6092654854228856,3.652722084284825
paged,3.814569697031982,3.652615594047809
bursa,3.7043789709807937,3.6525652589810007
bants,4.1506346374831775,3.652437655280974
copra,3.685763120526318,3.6523982385685585
mures,4.274798170804118,3.652272330797085
cards,4.118751302461643,3.6522330099838394
leuco,3.500861277275453,3.6522052806370224
minge,3.7006147353483674,3.65194508814345
cubit,3.4254646560405453,3.65191130922877
bolas,4.195250287010318,3.6518230012669313
fiats,3.9736745441825096,3.6517750973006002
privy,3.3417332699438598,3.6517592314107565
cleft,3.2501196368099303,3.6515926096328117
rayon,3.663004683997078,3.6515277254854084
fleur,3.3276183175447844,3.651442933856688
sight,3.450256165662349,3.651080031202174
flats,3.825947029791544,3.651047623567906
biers,4.057830110031915,3.650904875760647
spink,3.3859869771043294,3.650870843204352
farls,4.051965120843182,3.650809189392644
guans,3.946383421872949,3.6507525027146963
syboe,3.547188792983629,3.6507160970295103
hauld,3.607457906452412,3.650704013770343
plink,3.407216013057453,3.6506073343759993
spiky,3.4853411680592687,3.650428575467746
blush,3.244778883933889,3.650387896009996
girth,3.5492113553879054,3.650381694649158
purdy,3.6758728844680375,3.6503804674303315
situp,3.541129381023559,3.650286773034842
auric,3.624521017255039,3.650215368421364
lomed,3.864913330510695,3.650157331563202
salmi,3.8099491298879182,3.6500082485498213
filed,3.7196913034606984,3.6499647463322447
steer,3.4192753617441216,3.6499644551328903
daker,3.7947492682598174,3.649931183698728
blaud,3.4745571578398957,3.649921379422179
magot,3.617641937205806,3.649903324445088
curli,3.647065299659363,3.649865546626486
germy,3.6261810962073744,3.6498236619756304
sepic,3.5860202078227488,3.649792029693946
swapt,3.3581335640384204,3.6494970728099214
wairs,3.9932010672150304,3.649436317625242
beare,3.4765057009281035,3.649400882039701
rides,4.19954247715043,3.6492139088374778
delta,3.821552137635335,3.6492121912750055
sorex,3.7817235592339724,3.6491846851867455
swamy,3.3985277286390323,3.649176279211814
bowse,3.558905340768696,3.6489492341046765
idant,3.3589233658715836,3.648934727559958
polis,4.217150929364705,3.6488910942113844
cerne,3.478409692499794,3.648856077305716
riped,3.803951286884776,3.6488466681476552
monad,3.8915899570674215,3.648834901452046
pules,4.21549648124362,3.6487932677068553
haros,4.156492910377743,3.6486704470821105
curve,3.4511857588343804,3.6486180604072436
guild,3.551463326349013,3.648606545116525
manto,3.8450960647537746,3.648471315189383
mulct,3.4571472358589874,3.648448327603556
nites,4.197956078090307,3.648416747437346
segni,3.6574663622617765,3.648177092558072
melon,3.7410084087896918,3.648121872541268
tramp,3.40914779156941,3.6480635470724243
break,3.502094960301493,3.6480220324196764
dower,3.690792333938262,3.647919707364868
dover,3.6245965327143512,3.647888653207726
horns,4.102038105154736,3.6478493944385653
birch,3.4048002475855066,3.6478427200246983
tonne,3.5678314165797,3.647817712742646
goldy,3.636168622826489,3.6477955462947698
pinta,3.841296331508531,3.647743380604025
scree,3.51952230220745,3.6477224440406184
darky,3.752773738390712,3.647612416202538
daces,4.180197883648129,3.6475331684836934
acres,4.086886712466386,3.647353574151136
mogar,3.6988231549794683,3.647306872012183
buena,3.6719231137401254,3.6472977255635834
payed,3.8226702034951643,3.6472727282585957
whity,3.3165509050636137,3.6472483101021753
gourd,3.617848856688518,3.647225511794052
stere,3.360105053842738,3.6472108047503373
beaus,4.023294731131649,3.6470922223219207
blech,3.2070871870290345,3.647069046398042
roguy,3.5828671404519565,3.646943032226988
orbit,3.430991117908671,3.6468787016253064
acidy,3.4272411064946464,3.6468181736854914
talus,4.106193110830516,3.6465615588331444
glume,3.406198484694932,3.646456574060951
olive,3.3511789698279255,3.646332631790548
dants,4.179350308498639,3.6463270078467986
begot,3.5002392759934757,3.646175117807914
mites,4.228220652961466,3.646141120434916
ridge,3.6118937376559486,3.64612227425026
riads,4.103175708675619,3.646110833250072
deros,4.18098854906199,3.646076186004949
sheer,3.401992969257912,3.64605776387089
spork,3.4122223342356954,3.6460137638892838
ramon,3.7410987665569038,3.64588658021423
terga,3.756229827711805,3.6458066211548816
poker,3.8173376048132597,3.6457334848307545
pudsy,3.5261792183985246,3.6457206042183037
tumor,3.5887390181561556,3.645550737473959
boric,3.658932262202625,3.645505165143204
stewy,3.3515081153866007,3.645467791843417
taiko,3.7289222604895262,3.6454438788464185
prier,3.459605358196223,3.6453897904457113
manul,3.6832453568056094,3.6453697632784654
badge,3.5990940145423993,3.645240451882745
horis,4.163269990044089,3.6451255643074267
mangy,3.6836032235352745,3.645111682236257
birls,4.088494972838481,3.645017192813614
subah,3.5106708518658722,3.6448384010888395
wired,3.7616285756697625,3.644780591912969
bento,3.727693403541445,3.644743108552209
hinge,3.5874321064672525,3.6447004951492623
sputa,3.5848749675654785,3.6446779306401567
zaire,3.620674625524179,3.64441432725073
agent,3.395850851118022,3.644352858024618
miles,4.274633875569116,3.6443443255574364
stunk,3.3318096990429806,3.644341940869656
lanky,3.709781409274368,3.644261509498191
clags,3.779186491507049,3.6442311386470863
borak,3.7153391265241806,3.64406506199558
adust,3.345753391260371,3.6437474644686265
bowne,3.5764350296935348,3.6437279005812226
dauts,4.091885494899676,3.643725522787271
grund,3.4281189113034563,3.6436798782768434
crops,3.8579010073648776,3.6436747287973574
tract,3.139817515471655,3.6436589137333026
betid,3.684741108759191,3.6435875317657223
wails,3.9738803838560894,3.6435024347842466
liver,3.5669322569796336,3.6434457725567917
chive,3.2168896088247183,3.643416048004814
porky,3.7753620749441543,3.643414717334565
garni,3.7478550340605628,3.643316362932678
shere,3.3428226613565286,3.6433041134883375
deare,3.5052213719435654,3.6432902346055256
litas,4.119888459683413,3.643066268059301
pitso,3.6525611570471512,3.6429749970384533
putin,3.625761129568912,3.6428592178172448
dowse,3.587621011784158,3.6428385866705013
lenos,4.137996219945646,3.6427252793006017
coost,3.3062032368869785,3.6427170946341043
stoup,3.370457173146243,3.642716779106246
leads,4.077901122796795,3.6426389917736843
musty,3.6646195773031947,3.642483597560406
midst,3.5401965339410912,3.6424609608954457
swith,3.320497309227475,3.6424168024599446
tholi,3.482487638861819,3.6422869206865416
rumen,3.746221398102164,3.6422438709350167
ponts,4.201938645052082,3.6421293089788254
basto,3.7495236170272364,3.641928956415602
bouns,4.008551463888951,3.6418927607064013
fecit,3.4297650531434387,3.641891316630616
wains,3.966729741887149,3.6418875137899738
pical,3.6149951012214787,3.6418297103398487
sixer,3.6161926913385596,3.6415679803160357
deawy,3.496624433487429,3.641547221698606
stele,3.3407843704837967,3.641276921909342
gnash,3.2643876844203166,3.641167457917043
ducat,3.5313752006866466,3.6410977284595503
bowie,3.637666914582888,3.641004070450084
piets,4.137281152268201,3.6409911351382753
ureas,3.991777135542934,3.6408461360536855
pelas,4.218626379789338,3.640707233582275
livre,3.50776194907825,3.6406921221742388
leone,3.4699453975745147,3.6405040009780696
gaumy,3.536914487272804,3.6403506418864526
token,3.7853132089174863,3.640272457310523
plets,3.9895536378772363,3.640263661405581
adult,3.37043372215415,3.6401410519394455
maare,3.5923095861994936,3.640120430524655
botch,3.3594293723224977,3.6400390916755354
month,3.663767305317963,3.6400092243552473
maced,3.8341922834160367,3.6399633189297522
sneer,3.4492740908382418,3.639929945476899
tatie,3.5848557370829743,3.6396957999358666
chirp,3.26781938190788,3.6396436276874473
cadis,4.047819210206322,3.6396279831172196
pouts,4.114473831453118,3.639527823919298
toity,3.5077105171496017,3.639460593368315
doric,3.687647933218087,3.6393945177090288
radgy,3.594882225842855,3.6392888683430673
dowle,3.612301342677937,3.6392321741413207
saran,3.6636058370311346,3.639177888438817
sicky,3.588238244263758,3.639124107106163
orgue,3.4520273990679815,3.639060078305929
tharm,3.39794373890587,3.639011540733552
prads,3.978421373073794,3.638923834898468
mirth,3.64909535869959,3.6389172504086593
dirls,4.1172106438539435,3.638906545379439
diels,4.067225097688436,3.6388603454854764
lames,4.249449647457504,3.638637191754012
reams,4.094230529401144,3.6385385257042895
linch,3.3905235894846255,3.638381165886176
halid,3.7353743636980568,3.6382743505312285
oaker,3.794240687218016,3.638204123354107
plonk,3.406980044860937,3.6382014512256626
amies,4.068242940446483,3.6381888431806297
blocs,3.7342877850964875,3.6381859106663557
mensa,3.801564404703683,3.6380925230935137
trays,3.8757647703901683,3.6380369933307524
cramp,3.3391933341607762,3.638034277459603
brick,3.2401238344852903,3.6379640753694504
theca,3.408832436503829,3.6379568205586983
cooly,3.3760036465636865,3.6379213832783632
ulyie,3.446088917166293,3.6378276568037045
bigly,3.4815814495683597,3.637816178355843
sythe,3.487906887647532,3.637802419570701
conne,3.497876959171067,3.6377884431298253
alurk,3.3728085741571414,3.637738349576135
reaps,4.098956443583463,3.637670020475837
cando,3.6940082731843034,3.6376669282254244
repin,3.6616392167185063,3.637559192547613
litem,3.709539007227086,3.6375423484713014
loche,3.568076253011758,3.63750801244183
balun,3.631840068185384,3.637505547805976
mouth,3.576302491718999,3.6374077392957194
tilak,3.644551296746167,3.63736439651148
thorp,3.3375378711199977,3.6372670141499324
boeti,3.762897104779558,3.6368283430585953
istle,3.483572768791024,3.6368265358814287
oncer,3.522053921477728,3.6366098449571798
layin,3.6280334358306203,3.6365474922580994
mensh,3.5636913416079765,3.6364797269811486
nugae,3.642494383647312,3.6364583881611248
furol,3.5025936498331522,3.636437682814889
batos,4.090428260829539,3.636419696113723
moldy,3.7360526261381732,3.63633110205427
sneck,3.3065870423074077,3.6362099151251646
spree,3.5444388364905435,3.6361005303445935
alary,3.3024779260457615,3.6360213868952576
relic,3.6448464178709283,3.6359791429015687
absey,3.604721561689913,3.635918371977107
wears,3.9605792142789467,3.635788492592397
apres,4.11180324674948,3.635731660455111
gaurs,4.002385173635327,3.6357053719848613
retip,3.616955016491313,3.6356457086165865
dalts,4.165720709224907,3.635634610673568
lurch,3.3770582854458944,3.635616773952594
dunes,4.184309385271645,3.6355619416960856
guaco,3.42893973933246,3.6355336197022163
gravy,3.253097708647251,3.63549098150576
flirs,3.7802655745780953,3.635371999486494
tyred,3.734498817044191,3.6353551160363318
calle,3.503632626306679,3.635272325237898
ganch,3.3868345786223752,3.6351985014144788
being,3.4855272029317614,3.635019368079309
pasch,3.4646785004686924,3.6350047741500235
srsly,3.338791738098484,3.634972317645124
tiges,4.09814512733883,3.634953066590083
sizer,3.655669661746164,3.634941752110592
podge,3.650398022111304,3.634932105580597
morts,4.2476107353388475,3.634915974895825
dowie,3.6663825855983507,3.6348934230159093
dovie,3.6001867843744395,3.6348623688587676
atocs,3.7516546535572113,3.634850443499259
deism,3.5654530450884017,3.634708409246568
lopes,4.191140932742645,3.634662108244586
logan,3.649336294581955,3.634513918800711
wanes,4.160836839234944,3.6343524260503663
reman,3.749351296647882,3.634157836810438
asper,3.594801677581449,3.6332477041397615
eusol,3.548575692491921,3.633220446019958
nepit,3.594112401519258,3.6328675527205094
blink,3.333683646796281,3.6327942586261743
frush,3.170489567580108,3.632789114587806
butes,4.095550892374799,3.63277698683451
percs,4.026691717003785,3.6327256768272083
pokie,3.7929278564733475,3.632707200481796
nodal,3.6803351046596733,3.6326722477579603
gauch,3.2993697650234113,3.632597016354951
deign,3.5501704130848903,3.6325037141058605
wider,3.578072811083313,3.6325018919901435
nagor,3.610149776535179,3.6323823989839257
reput,3.537705021187292,3.632365815101224
fraud,3.400267841486115,3.6323225979999894
adorn,3.4773575094449534,3.6323121238040237
choli,3.4125331814531856,3.6322576510737203
codas,4.077222575420839,3.632251543870618
nould,3.668147601770102,3.6321028117149883
aleck,3.2911158629995674,3.6320920296523673
rorie,3.6810143019989328,3.632072681410835
weird,3.558508476786071,3.6320276139999517
bludy,3.380613494255668,3.6320028248218676
alods,3.9336618516451582,3.6319681872217906
sokah,3.667315476346324,3.6319399500518497
thens,3.8475034566921567,3.631903576240976
truck,3.2165651469228425,3.6318764989615313
glaik,3.379812336650197,3.631615254339864
years,4.037116671684645,3.6315924169400837
lawsy,3.512945224236348,3.6315623001123742
polts,4.1883090457783485,3.631436911805595
shtik,3.4031811831637055,3.631417302240294
furan,3.5904731517899693,3.631265327749012
tante,3.616056675378001,3.631137219825828
softa,3.711134413974758,3.6309960868642612
fatso,3.542498938790681,3.630953917867659
thang,3.302732553511972,3.6308843818203034
gluon,3.3808595761155655,3.630864824134565
topek,3.6693905471977484,3.630757031574244
deify,3.492232451673135,3.6307448284720523
penis,4.180624255156288,3.6306546479501343
genro,3.6669087532925575,3.630612310315625
clams,3.8198465721552273,3.63060713911631
merch,3.4885203772696656,3.6306055922036293
starr,3.2704635965369535,3.630467795513935
moree,3.773739423739771,3.6304431351125217
modal,3.7105996795308323,3.63039662075553
nairu,3.6644385162388247,3.630392919169661
tacos,4.053507687852128,3.6303924429006575
hogen,3.6444858589788933,3.6303441781821393
datos,4.1191439318450005,3.630309048679548
prore,3.4001990820983243,3.6302302569128226
algin,3.443307773476233,3.62997761161291
rheid,3.564427268127039,3.6299110201852542
faurd,3.5473266048385934,3.629861348519171
weals,3.9412585309200057,3.6298546097514017
mould,3.698412176641261,3.629827184712558
styme,3.4332142003738904,3.6298023516015827
claps,3.824572486337545,3.6297386338878574
spack,3.25886267556949,3.6296986818877923
alant,3.2308865219349503,3.62966188188655
angry,3.400540216091179,3.6296526106410565
saola,3.6221334516908605,3.629613921555868
flesh,3.208827994061407,3.62952178175603
bayed,3.7491378372339934,3.629459652508772
plack,3.2800917115226134,3.6294351730594387
tonus,4.097594351411983,3.6291325339544023
grift,3.250428381025942,3.629119173876547
demot,3.6151495360319466,3.6290804593133474
aunts,4.093995033843326,3.6290264365071607
farts,4.0772044801772385,3.629016255861443
charm,3.3279892814972363,3.628982271120731
rolag,3.7168234967729044,3.628880587880654
thaim,3.4327042984673417,3.628738906767146
odist,3.361306879201054,3.6285144695751383
angst,3.311419123055529,3.6285144391558033
capul,3.4732867848933724,3.6284191650072155
sword,3.4616917093121637,3.6283642475674416
habit,3.520106406841254,3.6282680092945485
weans,3.9341078889510657,3.628239688757129
mound,3.691261534672321,3.628212263718285
loids,4.088294617040612,3.628165394754557
scrap,3.519886714843034,3.628077168864931
creds,3.883278777546688,3.628068558355963
rapso,3.6731721448224084,3.6280390448055897
tomia,3.8265584935190153,3.6280085356724268
crays,3.805810312981534,3.628007723717932
croze,3.3526828152968426,3.6280030178605585
ornis,4.022196632293749,3.6279358781740543
loams,4.080410116358225,3.6279105966341727
bulge,3.554315375487967,3.627888557369813
merls,4.17221510252264,3.627780064992545
brier,3.386072991935052,3.627576714695887
panic,3.6805065596460382,3.627517862428898
guyse,3.4505821639489933,3.627504520459201
rowen,3.7215845180882696,3.62747211524289
roven,3.6553887168643584,3.627441061085748
pecan,3.6609395415591455,3.6274207642195213
phota,3.5932989092636225,3.6273710931176777
lotic,3.5846127822203604,3.627148008708931
pelch,3.4292186877091666,3.6271265291134
almes,4.072824491566299,3.626724445319609
chasm,3.283988267244516,3.6266548008089172
debar,3.619006183632817,3.626622178559166
pinto,3.76252366915637,3.626471253273823
lawny,3.5304749131611866,3.62634096658892
gatch,3.3267917567409917,3.626302899118728
ruing,3.4830598266709734,3.6262652634835915
carob,3.617545758318432,3.626150865547741
bruts,3.877682845134767,3.625717918487533
debit,3.544602045525502,3.6256737482173866
disme,3.6744180392854697,3.625668082404718
brock,3.2398878662887753,3.6255581922191142
dules,4.170679785997911,3.624869544522855
mayor,3.6485148578695212,3.624763906192282
treif,3.4096662064376653,3.624730662194389
rimed,3.840031642907368,3.624700329605109
betas,4.098680790920517,3.6246909527099302
toter,3.58703712673062,3.6246006622328526
dogal,3.610899856496854,3.624436902137494
gwine,3.3369530714233435,3.624436357873585
dinlo,3.692467614576605,3.6243404636210244
redia,3.7916049808254564,3.624324545545732
hepar,3.585598485616618,3.624295763065671
cords,4.096522943769377,3.624111587931867
cutis,3.95662734854424,3.624072883481767
coeds,4.046537397603869,3.624065388037904
yeans,4.010645346356764,3.624043613104816
times,4.184339716361839,3.6239690555296917
pesta,3.829444013466152,3.6239638940091754
fauld,3.528005921479652,3.623927465678176
guyle,3.475262494842772,3.62389810793002
chaft,3.1656475950463197,3.623880518860961
thilk,3.30470647514431,3.623684157668739
wales,4.147207239961212,3.6236600288771355
ramsh,3.5501521001014558,3.62355203748088
gimel,3.647878359751514,3.623549307042281
meris,4.226296345443053,3.623441313867134
nauch,3.3689891934639364,3.6234081991168825
gnome,3.4406745120202826,3.6232854269728345
yodel,3.671847702157245,3.6232382095107276
opery,3.456569506550678,3.6231618838664965
pluto,3.527331341166441,3.6231422944816014
acned,3.6503923267018203,3.6230733354961955
flors,3.78002960638158,3.622966116336158
eclat,3.429993910402455,3.6229409366200693
duits,4.022592289226846,3.6229190168987655
shist,3.146184538990792,3.6226490975071632
naric,3.695914075061644,3.622580155348328
flyte,3.347675460792427,3.6225783077889573
wroke,3.4407320432599886,3.6225175766302886
prima,3.6192273744995864,3.622492001958758
airer,3.634778081005801,3.6224783426054596
blets,3.9160212716160654,3.6224505856557565
lobed,3.765360401645638,3.6221740811899528
robes,4.191645046425251,3.6220892918333876
think,3.2975558331753705,3.622069236674466
cyano,3.4477649705032993,3.6220557309971477
bothy,3.5228753830804105,3.622033723523383
creel,3.329342492528359,3.621962964092319
faros,4.077040925404983,3.6218938989899434
fraim,3.394542795734473,3.621865147296665
sered,3.7222024277033894,3.621763704927465
nelia,3.836431804372983,3.6217305892681213
bouts,4.040941465191947,3.621714748169473
